Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_Shoulder,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_mankle,L_mknee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_Shoulder,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,Sternum,l_IC,r.ASIS,r.PSIS,r_5meta,r_IC,r_ankle,r_calc,r_knee,r_mankle,r_mknee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
42,0.059026,0.018577,0.0357773,0.002155,0.00864696,0.00105513,0.00102096,0.00647397,0.0319302,0.00462141,0.00663407,0.0196364,0.0687162,0.00153634,0.00307804,0.00193162,0.00178791,0.00301524,0.004793,0.00289155,0.00423479,0.000520246,0.0137745,0.0200874,0.00633463,0.0200406,0.0122377,0.000915582,0.0060711,0.0362942,0.0110903,0.0106319,0.00459107,0.0152158,0.0301562,0.00446625,0.00704952,0.023606,0.0133711,0.0254395,0.0571248,0.00496846,0.00279999,0.00424142,0.00280499,0.00409492,0.00467871,0.00618405,0.00481367,0.00250058,0.00417239,0.00364259
43,0.0590381,0.0185696,0.0358043,0.00190982,0.00859775,0.00108863,0.000907159,0.00646029,0.0319279,0.00468074,0.006674,0.0197832,0.0685755,0.00153815,0.00309427,0.00199865,0.00177466,0.00301944,0.00477318,0.00294856,0.00430393,0.000507698,0.0136706,0.0201054,0.00639757,0.0200896,0.0120558,0.000909083,0.00619157,0.0361214,0.0112223,0.0106404,0.00461113,0.0152147,0.0301861,0.00437979,0.00707546,0.0236564,0.0136276,0.0255797,0.0568757,0.00488844,0.00279119,0.00421184,0.00277257,0.00402931,0.00454284,0.00595028,0.0048566,0.00250229,0.00411737,0.00467394
44,0.0591309,0.0185581,0.0358373,0.00167035,0.00851977,0.00112099,0.00082347,0.00645914,0.0319441,0.00478532,0.0067247,0.0198278,0.0684833,0.00154497,0.00310623,0.00216436,0.00176118,0.00302945,0.00476803,0.00302105,0.00439979,0.000559555,0.0135479,0.0201398,0.00645177,0.0200743,0.0119422,0.000972071,0.00631291,0.0359755,0.011299,0.010568,0.0046574,0.0152656,0.0302081,0.00454012,0.00709001,0.0236848,0.0138389,0.025687,0.0566588,0.00479697,0.00280742,0.00418624,0.00281501,0.00397704,0.00449435,0.00556308,0.00479374,0.00251011,0.00409013,0.00523478
45,0.0592618,0.018565,0.0358823,0.00157403,0.00853559,0.00113532,0.000759554,0.00649041,0.0319978,0.00492849,0.0067654,0.0198126,0.068441,0.00149205,0.0030938,0.00190836,0.00178446,0.00310156,0.00480064,0.00305949,0.00448023,0.000603098,0.0134133,0.0201632,0.00649359,0.0200223,0.0119257,0.000909948,0.00639262,0.0359383,0.0112772,0.0104823,0.00471108,0.0152938,0.0302376,0.00457368,0.00710792,0.0236963,0.0138985,0.0257447,0.0565422,0.00469672,0.00272947,0.00417256,0.00288638,0.00394088,0.0044501,0.00535891,0.00466095,0.00253186,0.00408553,0.00559317
46,0.0592622,0.0185938,0.0359292,0.00186507,0.00846035,0.00111951,0.00071135,0.00655542,0.0321072,0.00511515,0.0067647,0.019807,0.0684516,0.00137816,0.00305104,0.0017502,0.00177351,0.00324051,0.00485885,0.00304461,0.00450071,0.000659317,0.0132711,0.020112,0.00651278,0.0199683,0.0119713,0.000803412,0.00640936,0.036027,0.0111468,0.0103934,0.00475572,0.0153616,0.030283,0.00447428,0.0071194,0.0232785,0.0137457,0.0257564,0.0564425,0.00459521,0.00266067,0.00417291,0.00291072,0.00391787,0.00445623,0.00528417,0.0044963,0.00255158,0.00410006,0.00498841
47,0.059115,0.0186195,0.0359809,0.00265867,0.00827068,0.00107896,0.000722585,0.00663917,0.0322368,0.00530635,0.0067185,0.0197901,0.0684924,0.00123855,0.00299363,0.00165826,0.00170854,0.00327565,0.00493116,0.00303994,0.00452635,0.000703908,0.0131303,0.0200299,0.00649015,0.0199111,0.0120679,0.000693935,0.00636758,0.0361598,0.0109458,0.0102695,0.00480663,0.0154098,0.0303298,0.00460102,0.00714826,0.0231567,0.0135798,0.0257253,0.0563996,0.00453764,0.00261303,0.00417271,0.00295499,0.00389594,0.0045123,0.00522192,0.00452375,0.00256393,0.00411016,0.00336501
48,0.0591666,0.0186481,0.0360453,0.00289444,0.00803044,0.00102678,0.000817148,0.0067233,0.0323587,0.0054797,0.00667688,0.0197671,0.0685203,0.00108694,0.00296059,0.00156598,0.00161193,0.0032398,0.00505413,0.00305867,0.00455713,0.000818315,0.0130137,0.0199201,0.00644217,0.0198368,0.0121866,0.000624224,0.00628797,0.0363042,0.0107449,0.0101157,0.00486832,0.015473,0.0303736,0.0052345,0.00719072,0.0231759,0.0134939,0.0256792,0.0563182,0.00456086,0.00256272,0.00418563,0.00298657,0.00387552,0.00447012,0.00523802,0.00449294,0.00257237,0.00413488,0.00184067
49,0.0594378,0.0186896,0.0361105,0.00244696,0.00784603,0.000952329,0.000960186,0.00680318,0.0324638,0.00562645,0.00660333,0.0196327,0.068508,0.000953952,0.00291788,0.00147824,0.00152588,0.00334172,0.00518986,0.00306728,0.00461302,0.000955072,0.012926,0.0197957,0.0063822,0.0197848,0.0123135,0.00060044,0.00618259,0.036438,0.010605,0.00995091,0.00493112,0.0154129,0.0304273,0.00610718,0.00724066,0.0236564,0.0134602,0.025631,0.0562345,0.00452283,0.00250775,0.00420646,0.00312669,0.00386864,0.00446069,0.00524755,0.00463819,0.00256858,0.00415669,0.00102535
50,0.0597294,0.0187349,0.0361509,0.00230532,0.00768471,0.000885852,0.00109504,0.00686917,0.0325507,0.0057648,0.00653541,0.0193035,0.0684336,0.00088436,0.00286492,0.00142246,0.00144839,0.00342298,0.00533198,0.00310919,0.00468774,0.00106373,0.0128729,0.0196565,0.00633687,0.0197765,0.0124281,0.000670159,0.00606077,0.0364823,0.0105532,0.00980793,0.00497404,0.0151823,0.0304704,0.00677071,0.00728179,0.0238703,0.0134686,0.0255979,0.0560825,0.00445188,0.00245379,0.00421979,0.00324817,0.00386624,0.00436422,0.00522765,0.00472854,0.00257614,0.00417095,0.000999699
51,0.060044,0.0187773,0.0361568,0.00235958,0.00755773,0.000805631,0.00117727,0.00688687,0.0326005,0.00585262,0.00645936,0.0190996,0.068293,0.000881082,0.00281974,0.0014018,0.00136047,0.00335951,0.00547099,0.00313632,0.00470232,0.00110914,0.0128588,0.0194874,0.00630463,0.0197826,0.0125186,0.000823336,0.00595062,0.0364655,0.0106406,0.00971451,0.00495269,0.0153912,0.0304759,0.00693397,0.00729949,0.0238236,0.0134985,0.0255648,0.0559171,0.00438828,0.00241364,0.0042316,0.00334718,0.00387684,0.00434248,0.00521076,0.00474984,0.00258374,0.00415788,0.000801619
52,0.0602057,0.0187886,0.0361279,0.00236779,0.00750101,0.000750266,0.00120223,0.00684681,0.0325816,0.00583493,0.00633832,0.0190456,0.0680717,0.000936537,0.00280728,0.00141972,0.00127543,0.00331971,0.00554207,0.00314537,0.00469401,0.00106304,0.0128923,0.0193,0.00625276,0.0197927,0.0125674,0.000927657,0.00586006,0.0364384,0.0109204,0.0096764,0.0048998,0.015545,0.0304619,0.00652704,0.00729252,0.0237412,0.0135754,0.0255345,0.0557033,0.00434227,0.00238696,0.00426457,0.00332774,0.00388706,0.00436514,0.00531936,0.00473795,0.00258602,0.00415402,0.000640706
53,0.060314,0.0188063,0.036072,0.00228358,0.00753805,0.000691128,0.00119425,0.00675729,0.0325273,0.00574384,0.00624054,0.019022,0.0677821,0.00107408,0.00282391,0.00145748,0.00121292,0.00329837,0.00557692,0.00311622,0.00463314,0.000911119,0.0129821,0.0191068,0.00618255,0.0198374,0.0125642,0.00114296,0.00576933,0.0362058,0.0113625,0.00967008,0.0048378,0.0155648,0.0304172,0.00568288,0.0072541,0.0237045,0.0137153,0.0255119,0.0555159,0.00432755,0.00237264,0.00430693,0.00334192,0.00391441,0.00440638,0.00532395,0.00472506,0.00259128,0.00414682,0.000934365
54,0.0604714,0.0188231,0.0359914,0.00213494,0.00758138,0.000666142,0.00119451,0.00664186,0.0324617,0.00562186,0.00615768,0.0189536,0.0674764,0.00126942,0.00284968,0.0015017,0.0012151,0.00329376,0.00558777,0.00308903,0.00456625,0.000702841,0.0130988,0.0189087,0.00612331,0.0199474,0.0125233,0.00146324,0.00566727,0.0355066,0.0118907,0.00966639,0.00475601,0.0154804,0.0303627,0.00472615,0.00719509,0.0236983,0.0138903,0.0254867,0.0553521,0.00434376,0.00236815,0.00433978,0.0033574,0.00395366,0.00444082,0.00534324,0.00471029,0.00259233,0.0041238,0.00202259
55,0.0605216,0.01884,0.0358959,0.00199127,0.00763769,0.000679235,0.00124133,0.0065228,0.0323937,0.00548063,0.00609171,0.0189169,0.0672176,0.00150016,0.00285546,0.00155293,0.0012496,0.00332638,0.00557714,0.00307866,0.00452588,0.000476721,0.0131293,0.0187226,0.00608754,0.0199987,0.0124758,0.00181446,0.00555785,0.0348644,0.0124212,0.00967809,0.00465061,0.015369,0.0302958,0.004067,0.00714424,0.0237194,0.0140344,0.025463,0.0552539,0.00438063,0.00238026,0.00436807,0.00336368,0.00398144,0.00448383,0.00533634,0.00469191,0.00258767,0.00409802,0.00331112
56,0.0604314,0.0188497,0.0357804,0.00187917,0.00770274,0.000721724,0.00130923,0.00642951,0.032345,0.00535876,0.00604194,0.018889,0.0670341,0.00171152,0.00290095,0.00163236,0.0012634,0.00335279,0.00558114,0.0030554,0.00449373,0.000273455,0.0131672,0.0185364,0.00606178,0.0199611,0.0124449,0.00208727,0.00545787,0.0344456,0.0128727,0.00971519,0.00454038,0.0152683,0.0301995,0.0038754,0.00708081,0.0237347,0.0140867,0.0254465,0.055229,0.00442511,0.00239257,0.00439742,0.00337342,0.00401105,0.00453687,0.00537135,0.00466244,0.00256567,0.00408038,0.00429764
57,0.060242,0.0188798,0.0356499,0.00184407,0.00772606,0.000732839,0.00137605,0.00638969,0.0323222,0.00530133,0.00598898,0.0188497,0.066964,0.00186102,0.00310933,0.00180746,0.00130179,0.00323567,0.00557532,0.00302622,0.00441767,0.000129736,0.0132086,0.0183714,0.00601778,0.0199101,0.0124496,0.00224847,0.00534777,0.0342497,0.0131632,0.00974092,0.00442665,0.0151714,0.0300933,0.00382462,0.00698325,0.0237623,0.0140149,0.0254217,0.0553508,0.00444324,0.00240113,0.00440404,0.00340236,0.00402466,0.00456014,0.00540968,0.0046517,0.00254678,0.00407904,0.00467315
58,0.0599138,0.0189156,0.0354981,0.00191182,0.007551,0.000716308,0.00142046,0.00639908,0.0323283,0.00530587,0.00591934,0.0188231,0.0669845,0.00191409,0.00344119,0.00205824,0.0013481,0.00314733,0.00553636,0.00301234,0.00436586,9.84202e-05,0.0132224,0.0182307,0.00596118,0.0198404,0.0125165,0.00232516,0.00529182,0.0342482,0.01325,0.00977969,0.00431294,0.0150897,0.0299902,0.00366938,0.00687922,0.0238409,0.0138915,0.0253583,0.0555233,0.00445275,0.00239981,0.0043991,0.00332666,0.00402245,0.00454074,0.00547148,0.0046625,0.00251932,0.00408101,0.0043282
59,0.0598241,0.0189475,0.0353519,0.00204537,0.00724683,0.000689414,0.00144208,0.00644553,0.0323431,0.00534938,0.00584026,0.0188102,0.0670615,0.00188715,0.00339577,0.00205925,0.00143464,0.0031172,0.0054871,0.0030098,0.00436243,0.000160432,0.0132232,0.0181156,0.00589066,0.0197637,0.0126628,0.0023677,0.00529953,0.0344154,0.0131484,0.00984484,0.00420827,0.0150295,0.0298823,0.00363586,0.00677926,0.0239509,0.0137083,0.0252482,0.055745,0.00444147,0.00239297,0.004379,0.00324815,0.00401744,0.00450812,0.00547498,0.00466432,0.00248241,0.00408169,0.0034532
60,0.0597316,0.0189537,0.0352324,0.00219806,0.0073044,0.000673833,0.00144499,0.00650555,0.0323542,0.00542133,0.00578094,0.0188424,0.067175,0.00182814,0.00348701,0.00215161,0.00148631,0.00310213,0.00543162,0.0029799,0.00434048,0.000289278,0.0132477,0.0180149,0.00578898,0.0196703,0.0128413,0.00241124,0.00527122,0.0346603,0.0129378,0.00989946,0.00412385,0.0149902,0.0297724,0.00415313,0.00667318,0.0240415,0.0134959,0.0251104,0.056002,0.00440796,0.00237653,0.00436621,0.0032445,0.00400468,0.0044667,0.00549893,0.00466473,0.00245867,0.00408188,0.00232185
61,0.0597759,0.0189751,0.03515,0.00234648,0.00748136,0.000662207,0.00144849,0.0065738,0.032364,0.00549682,0.00575779,0.0188701,0.0672908,0.0017776,0.00318017,0.00197989,0.00150356,0.0030875,0.00535832,0.00292914,0.00430312,0.000453951,0.0133432,0.0179376,0.00571408,0.0195791,0.0130046,0.00228907,0.00522845,0.0348675,0.0127134,0.00995472,0.00405361,0.0149635,0.0296815,0.00512056,0.00656508,0.0241205,0.0132901,0.0250149,0.0562153,0.00435623,0.00235052,0.00435522,0.0032491,0.00399297,0.00442661,0.00550425,0.00466598,0.00243804,0.00408929,0.00144567
62,0.0598537,0.0189882,0.035088,0.00246265,0.00757124,0.000664091,0.00145086,0.00664748,0.0323649,0.00556895,0.00581967,0.0188767,0.067367,0.00173644,0.00297456,0.00185745,0.00154833,0.00299614,0.00531426,0.00288559,0.00423282,0.000603219,0.0133834,0.0178801,0.00566988,0.0195158,0.0131698,0.00223464,0.00517839,0.0350319,0.012579,0.00999848,0.00401095,0.0149399,0.0296092,0.0061285,0.00647955,0.0241931,0.0130891,0.0249512,0.0563487,0.00428815,0.00232413,0.00434601,0.00322347,0.00396843,0.00435881,0.00549822,0.00466625,0.00241144,0.0040889,0.00143582
63,0.0600508,0.0189974,0.0350501,0.00253559,0.00750622,0.000673542,0.00145454,0.00672883,0.0323617,0.00564688,0.00588643,0.0188756,0.0673968,0.00170918,0.00292085,0.0018097,0.00159105,0.00300482,0.00532704,0.0028675,0.00426084,0.000687089,0.0132935,0.0178515,0.00568003,0.0195018,0.01329,0.00225474,0.00516689,0.0352448,0.0125639,0.0100463,0.00398574,0.0149366,0.0295689,0.00686793,0.00642545,0.0242434,0.0129422,0.024935,0.0563964,0.00422512,0.00230351,0.00431763,0.00316405,0.00392829,0.0042836,0.00548282,0.00463694,0.00239205,0.00406478,0.00179924
64,0.0602283,0.0189914,0.0350455,0.00258284,0.00731753,0.000707553,0.00143371,0.00681549,0.0323451,0.0056671,0.00596216,0.0189157,0.0673684,0.00172382,0.00291757,0.0017683,0.00161804,0.00308422,0.00529725,0.0028795,0.00437586,0.000697976,0.0130451,0.0178761,0.00572713,0.0194296,0.0132799,0.00232841,0.0051933,0.0353919,0.0126463,0.0100739,0.00398736,0.0150376,0.0295454,0.00719702,0.00637378,0.0242805,0.0129239,0.024957,0.0563966,0.00414973,0.0022966,0.00428777,0.00321799,0.00386852,0.00423968,0.00543459,0.00459173,0.0023644,0.00403644,0.00195818
65,0.0600594,0.0189867,0.0350723,0.00260421,0.00723561,0.00075683,0.00139697,0.00690225,0.0323115,0.00552466,0.00602158,0.0189571,0.0672964,0.00179273,0.00286214,0.00169006,0.00161835,0.00297427,0.00526286,0.0028974,0.0042693,0.000654437,0.0129757,0.017959,0.00576434,0.019334,0.0130933,0.00252497,0.00525611,0.0352512,0.0128217,0.0100719,0.0040043,0.0152776,0.0295481,0.0070887,0.00633467,0.0242616,0.0130718,0.0250198,0.0563154,0.00406551,0.00230177,0.00424464,0.00340699,0.00381793,0.00423234,0.00533012,0.00454188,0.00233866,0.00399923,0.00177865
66,0.0599272,0.0189569,0.0351147,0.00254316,0.00724103,0.000808392,0.00133021,0.0069832,0.0322771,0.00521335,0.00613089,0.0190063,0.0671977,0.00189058,0.00276905,0.00154354,0.00160086,0.00291542,0.00525398,0.00290066,0.00417946,0.000594351,0.0130402,0.0180763,0.00583447,0.0192091,0.0129587,0.00286266,0.00533161,0.0348155,0.0131131,0.0100288,0.00406898,0.0153886,0.0295584,0.00661721,0.00631694,0.0242614,0.0131904,0.0251186,0.056157,0.00397189,0.00231119,0.00420064,0.0034898,0.00376618,0.00422581,0.00523754,0.0044997,0.00231331,0.00394708,0.00132874
67,0.0597878,0.0189265,0.0351662,0.00240721,0.00738456,0.000863087,0.00124829,0.00706076,0.0322399,0.00514798,0.00629127,0.0190515,0.0670973,0.00199479,0.00260897,0.00134946,0.00159042,0.00291224,0.00525616,0.00290647,0.00415992,0.000525199,0.0131109,0.0181959,0.0059243,0.0190511,0.0128662,0.00313137,0.00540775,0.0341217,0.013525,0.00999289,0.00414276,0.0154143,0.029585,0.00595927,0.00630606,0.024299,0.0132672,0.0252379,0.0559265,0.00387347,0.00232075,0.00414762,0.00348961,0.00369939,0.00421638,0.00519463,0.00446595,0.00230677,0.00390059,0.000938777
68,0.0595139,0.018913,0.0352257,0.0022472,0.00771771,0.000914991,0.00117047,0.00713894,0.0321901,0.00537263,0.00650296,0.0191014,0.0670064,0.00210003,0.00240269,0.00130464,0.00159974,0.00292218,0.00527872,0.00292361,0.0041907,0.000471358,0.0131431,0.0183244,0.00603848,0.0189489,0.0128465,0.00311855,0.00551916,0.0335341,0.0139583,0.00997655,0.00420516,0.0154291,0.0296058,0.00531427,0.00628586,0.0243275,0.0133646,0.0253629,0.0557414,0.00375228,0.00234473,0.00408784,0.00340537,0.0036515,0.00419504,0.00513314,0.00442121,0.00231108,0.00384691,0.00122561
69,0.0593909,0.0188825,0.0352869,0.00208294,0.00784545,0.000996442,0.0011072,0.00723834,0.0321372,0.00550446,0.00667707,0.01915,0.0669539,0.0021999,0.0019581,0.00131916,0.00162842,0.00291886,0.00529244,0.00291978,0.00419708,0.00045768,0.0131474,0.0184398,0.00619025,0.0188617,0.0129587,0.00317724,0.00563042,0.0329645,0.0143562,0.00997655,0.00427233,0.0154543,0.029606,0.00488516,0.00626933,0.0242045,0.0134589,0.0254844,0.0555592,0.00360045,0.00236916,0.00404698,0.00322162,0.00360664,0.00414568,0.00508783,0.00436906,0.00231179,0.00379331,0.00181567
70,0.0594078,0.0188294,0.0353158,0.00196718,0.00788141,0.00107171,0.00103242,0.00739205,0.0320754,0.00555019,0.00679003,0.019203,0.0669676,0.00228235,0.0018452,0.00123671,0.00162317,0.00291776,0.00528397,0.00290267,0.00419746,0.000505804,0.0131159,0.0185075,0.00632285,0.0187755,0.0129885,0.00333723,0.00572175,0.032367,0.0146888,0.00997547,0.00431134,0.0154994,0.0295885,0.00475172,0.00624503,0.0238815,0.0134699,0.0255735,0.0554809,0.00344222,0.00238916,0.00401566,0.0029534,0.00355108,0.0041042,0.00500744,0.00430411,0.00230874,0.00372971,0.00220465
71,0.0594826,0.0187807,0.0353058,0.00190426,0.00793091,0.00112354,0.000935082,0.00750474,0.0320353,0.00564529,0.00687195,0.0192368,0.0670524,0.00234527,0.00198112,0.00106387,0.00163078,0.00289777,0.00528577,0.00289295,0.00419803,0.000584051,0.0130421,0.0184987,0.00635189,0.0186998,0.012941,0.00350042,0.00579809,0.0320856,0.0149393,0.00995606,0.00431551,0.0155249,0.0295569,0.00482874,0.00621756,0.023792,0.0134001,0.0256086,0.0554183,0.00327686,0.00240705,0.00399628,0.00282306,0.00349451,0.00406556,0.00489864,0.00425692,0.00230763,0.00367474,0.00217229
72,0.0594635,0.0187419,0.0352648,0.00188547,0.00794307,0.00113957,0.000834481,0.00756427,0.0320261,0.00579807,0.00700472,0.0192612,0.0671881,0.00239151,0.00177592,0.00115375,0.00166314,0.00288079,0.00525789,0.00286772,0.00418075,0.000648341,0.0129259,0.0184153,0.00638813,0.018636,0.0128273,0.00359692,0.00586369,0.0321002,0.0150713,0.00989182,0.00431792,0.0154336,0.0295312,0.00504052,0.00618005,0.023842,0.0132063,0.0256201,0.0554402,0.00311641,0.00241586,0.00397413,0.00294119,0.00344872,0.00402116,0.00479577,0.00421647,0.00231188,0.0036385,0.001838
73,0.0593906,0.0187089,0.0352215,0.0018887,0.00778195,0.00116187,0.000753688,0.00759948,0.0320533,0.00597846,0.00713953,0.0192713,0.0673472,0.00242646,0.00160159,0.0012427,0.0017118,0.00287984,0.0052365,0.00283674,0.00416588,0.000750373,0.0127967,0.0182711,0.00643082,0.0185769,0.012626,0.003657,0.0058769,0.0320534,0.015105,0.00988932,0.00431212,0.0151919,0.0294855,0.00548262,0.00613762,0.0239128,0.0130645,0.025622,0.0554455,0.00295387,0.00241442,0.0039569,0.00324001,0.00341015,0.00396678,0.00472795,0.00415678,0.00229987,0.00361594,0.001512
74,0.0593085,0.0186807,0.0351782,0.00188527,0.0077417,0.00116006,0.000689066,0.00769985,0.0320834,0.00615738,0.00719044,0.0192817,0.0674972,0.00244906,0.00163722,0.00113054,0.00175177,0.00287099,0.00522439,0.00280582,0.00416844,0.000837474,0.0126889,0.0180942,0.00645117,0.0185171,0.0125792,0.0037087,0.00587593,0.0320058,0.0150972,0.00990066,0.00429227,0.0151,0.0294249,0.00600498,0.00610322,0.023943,0.0129805,0.0256132,0.0555142,0.00281792,0.00241524,0.00393102,0.00336416,0.00338034,0.00391027,0.00463172,0.00410619,0.00228959,0.00359661,0.00157197
75,0.0592857,0.0186858,0.0351428,0.00185027,0.00785436,0.00115799,0.00068649,0.00776142,0.0321224,0.00629979,0.00716681,0.0192811,0.0676135,0.00245816,0.00193338,0.000854411,0.00175026,0.00285162,0.00520367,0.00278249,0.00415963,0.000896811,0.0126017,0.0179145,0.0064435,0.0184648,0.0126346,0.0036486,0.00585615,0.0319909,0.0150775,0.00998253,0.00427092,0.0151035,0.0293651,0.00652636,0.00608549,0.0239495,0.0129269,0.0255881,0.0556292,0.00272126,0.00241854,0.00391613,0.00314483,0.00335325,0.00387788,0.00462911,0.00407959,0.00229273,0.00358419,0.00175174
76,0.059222,0.0187136,0.0351057,0.00182486,0.00805356,0.00114294,0.000832446,0.00777081,0.032174,0.0063865,0.00712449,0.0192399,0.0676573,0.00246869,0.00208681,0.000786156,0.00169414,0.00284923,0.00523336,0.00277148,0.00414875,0.000912834,0.0125732,0.0177512,0.00641815,0.0184391,0.0126992,0.00362005,0.00583844,0.0319976,0.0150868,0.0100196,0.00421565,0.0151101,0.0293257,0.00678527,0.00607103,0.0239843,0.0128793,0.0255572,0.055719,0.00265896,0.00241539,0.00391243,0.00300933,0.00334042,0.00386563,0.00457336,0.00408071,0.00229973,0.00360019,0.00190681
77,0.0591792,0.0187394,0.0350636,0.00206489,0.00802397,0.00110348,0.000917613,0.00775099,0.0321964,0.00642829,0.00706065,0.0192064,0.0676336,0.00246511,0.00204796,0.000731327,0.00164948,0.00285454,0.00525876,0.00279473,0.00416237,0.000886894,0.0126005,0.0176208,0.00637781,0.0184243,0.0127347,0.00362384,0.0057953,0.0319895,0.0151303,0.00998047,0.00409733,0.0150961,0.0293191,0.00685047,0.00606979,0.0240072,0.012846,0.0255338,0.0557845,0.00261924,0.00241042,0.00390527,0.00303001,0.00334557,0.00388715,0.00446369,0.0040927,0.0023009,0.00362047,0.0019399
78,0.0594661,0.0187661,0.0350302,0.0027566,0.00788335,0.0010449,0.000915848,0.00771564,0.0321926,0.00643147,0.00694029,0.0191645,0.0675429,0.00245302,0.00204187,0.00070573,0.00162259,0.00286963,0.00527824,0.00281495,0.00417813,0.000829632,0.0126264,0.0175966,0.00630979,0.0184316,0.0127632,0.00366973,0.00573947,0.0318491,0.0152239,0.0099177,0.00393229,0.0150723,0.0293339,0.00658493,0.00608437,0.0240052,0.0128259,0.0255205,0.0557736,0.00260471,0.00241479,0.00390333,0.0031097,0.00335684,0.00392567,0.00449796,0.00409648,0.00229539,0.0036339,0.00180207
79,0.059767,0.0188196,0.0350162,0.00276731,0.00772783,0.000966347,0.000888847,0.00766796,0.0322484,0.00636787,0.0067979,0.0191037,0.0673993,0.00242734,0.00192019,0.000801921,0.00158936,0.00291306,0.00535006,0.00282737,0.00420061,0.000754437,0.0126512,0.0176176,0.00621807,0.0184892,0.0127669,0.00376786,0.0056852,0.0316749,0.0153686,0.00983406,0.00401473,0.0150495,0.0293516,0.00617108,0.00610888,0.0239727,0.0128335,0.025515,0.0558225,0.00261485,0.00241148,0.00389471,0.00330112,0.00338087,0.00396698,0.00454303,0.00411403,0.00228225,0.00365174,0.00150084
