time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,missing_grf_data,missing_grf_reason,tibia_r_probably_contacting_ground,tibia_l_probably_contacting_ground,tibia_r_contact_cop_x,tibia_r_contact_cop_y,tibia_r_contact_cop_z,tibia_r_contact_moment_x,tibia_r_contact_moment_y,tibia_r_contact_moment_z,tibia_r_contact_force_x,tibia_r_contact_force_y,tibia_r_contact_force_z,tibia_l_contact_cop_x,tibia_l_contact_cop_y,tibia_l_contact_cop_z,tibia_l_contact_moment_x,tibia_l_contact_moment_y,tibia_l_contact_moment_z,tibia_l_contact_force_x,tibia_l_contact_force_y,tibia_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
4.875,-0.844541,-0.0636932,0.120608,0.540417,0.714462,1.22972,0.522904,-0.0565478,-0.031205,1.41312,-0.256596,-0.192384,0.000153365,0.4479,-0.199217,-0.00405127,1.32488,-0.141302,-0.00515491,0.000780576,0.626386,-0.0657775,0.0213162,-0.752457,-1.1407,-1.58657,2.04628,-0.506387,-1.44062,-1.62443,2.19774,-0.0512335,-0.0182522,-0.00176198,0.0210581,-0.0137037,-0.000207006,-0.0065715,0.0266257,0.00509694,-0.0271674,0.0303565,-0.0258255,0.000128305,-0.0152306,0.00248034,-0.0250518,-0.0659141,0.016592,-0.0611995,9.63675e-05,0.00587895,0.0146814,-0.00567125,-0.00416362,0.0219581,0.00458897,0.0166791,-0.0458165,0.0666477,-0.00136715,0.0404747,17.7359,-7.79749,-2.94508,-0.262458,0.332581,-0.0339753,-13.9385,3.92056,7.06314,45.9566,-0.424084,-0.077732,0.0172001,-20.0717,20.886,9.00599,64.1011,-0.255603,-0.000905685,0.0113078,21.2343,-0.161,-0.748433,0.280725,-2.50698,-1.82863,0.0251632,0.649834,-3.08204,-0.967085,-0.399241,-0.465828,-0.532873,-2.25116,0.30828,-0.0965626,0.0477737,0.0637186,1.40826,2.27126,-1.04361,-22.9947,-40.6344,-3.05614e-05,-0.288329,-0.866559,-2.95314,-0.815583,-2.11437,-3.60343,-9.07299e-06,2.44739,1.78227,1.46243,2.48678,-1.70587,0.00453632,-3.71145,-14.0914,-1.84742,0.0124183,0.996535,0,0,1,1,0.390072,4.44089e-17,1.29888,-0.434833,-4.77401,-0.202936,35.6183,391.052,16.623,0.535835,4.44089e-17,1.11502,0.993793,-7.26489,0.491568,-34.7436,253.985,-17.1855,0.000247047,0.0717322,19.6014
4.88,-0.844809,-0.0637978,0.120543,0.54053,0.714391,1.22972,0.522873,-0.0563795,-0.0311227,1.41295,-0.257019,-0.193529,0.000154006,0.447817,-0.199226,-0.00425036,1.32453,-0.141271,-0.00555099,0.000781058,0.626477,-0.0656595,0.0213244,-0.752415,-1.14063,-1.58654,2.04627,-0.506968,-1.44033,-1.62444,2.19796,-0.0535627,-0.0209165,-0.0130178,0.0225995,-0.0141865,3.18625e-05,-0.00625291,0.0336669,0.0164532,-0.0323854,-0.084617,-0.228997,0.000128153,-0.0166722,-0.00185246,-0.0398175,-0.0699921,0.00602011,-0.0792167,9.63221e-05,0.0181159,0.0235927,0.00164091,0.00827025,0.0134287,0.00461166,-0.00187818,-0.116274,0.0574106,-0.00130506,0.0454574,15.598,-8.89809,-3.82194,-0.292497,0.283038,-0.0247722,-13.9996,3.98965,6.64554,46.1929,-0.384076,-0.012057,0.012181,-20.497,21.4715,9.0927,64.1643,-0.264715,0.0188303,0.0136113,19.6049,-0.688348,-0.660779,0.229407,-2.4747,-1.76877,0.0428862,0.780354,-3.08551,-1.10277,-0.437211,-0.280638,-0.38789,-2.33156,0.22818,-0.0632225,0.0952519,0.226748,1.16203,2.06981,-0.739762,-14.5839,-23.8631,-3.0846e-05,-0.38569,-1.04564,-2.94134,-0.93158,-1.97024,1.5712,-9.48743e-06,1.63607,1.55237,1.61906,1.09323,-0.830203,0.00453818,-2.90626,-8.69189,-1.93711,0.0124064,0.286842,0,0,1,1,0.390611,4.44089e-17,1.29882,-0.430344,-4.68838,-0.1955,35.9226,391.359,16.3192,0.535069,4.44089e-17,1.11583,1.02449,-7.62316,0.552446,-34.1339,253.989,-18.4064,0.000247053,0.0717584,18.3643
4.885,-0.845083,-0.063912,0.12042,0.540648,0.714318,1.22972,0.522848,-0.0561821,-0.0309887,1.41277,-0.257807,-0.19527,0.000154646,0.447724,-0.199262,-0.00452298,1.32416,-0.141291,-0.0059078,0.000781539,0.626608,-0.0655027,0.0213731,-0.752347,-1.14059,-1.58652,2.04618,-0.507767,-1.44009,-1.62445,2.1982,-0.0549659,-0.022856,-0.0246756,0.0237404,-0.0145026,0.000508122,-0.00511917,0.0394771,0.0268023,-0.0360842,-0.157537,-0.348313,0.000127998,-0.0186007,-0.00708067,-0.0545242,-0.07465,-0.00383108,-0.0713607,9.62747e-05,0.0262963,0.0313546,0.00973619,0.0137364,0.00927768,0.00463435,-0.0164095,-0.159733,0.047725,-0.00124302,0.0468916,12.9167,-6.79068,-2.46678,-0.366966,0.196585,-0.0707053,-13.3605,4.6417,6.32805,45.9262,-0.33649,0.0675118,0.00605729,-20.8989,20.0023,8.98894,64.1763,-0.273471,0.0253207,0.0156309,17.307,-0.414209,-0.433909,0.160076,-2.43438,-1.68392,0.0650727,0.971246,-3.07889,-1.30055,-0.479036,-0.0308169,-0.0724017,-2.06054,0.089614,-0.0320693,0.19867,0.336982,0.696763,1.59435,-0.320198,-4.20111,-3.72195,-3.082e-05,-0.518745,-1.03985,-2.37993,-0.897965,-1.64096,5.28687,-9.51425e-06,0.413138,0.940762,1.58563,-0.702745,0.307434,0.00453808,-1.44988,-0.735712,-1.89571,0.0124044,-0.781559,0,0,1,1,0.390619,4.44089e-17,1.29907,-0.425464,-4.67497,-0.20041,35.617,391.357,16.777,0.535237,4.44089e-17,1.11551,0.960945,-7.23894,0.47737,-33.6752,253.68,-16.7289,0.000247317,0.07187,14.806
4.89,-0.845359,-0.0640281,0.120245,0.540769,0.714245,1.22973,0.52283,-0.0559673,-0.0308149,1.41259,-0.258699,-0.197105,0.000155285,0.447618,-0.199323,-0.0048551,1.32376,-0.141351,-0.00613243,0.00078202,0.62675,-0.0653224,0.0214614,-0.752295,-1.14053,-1.5865,2.04607,-0.508584,-1.4399,-1.62445,2.19841,-0.05512,-0.023218,-0.0349783,0.0241885,-0.0146629,0.00150147,-0.00343426,0.0429609,0.034774,-0.0376852,-0.178542,-0.366923,0.000127844,-0.0211944,-0.0122799,-0.0664239,-0.0791398,-0.0120359,-0.0449263,9.62271e-05,0.028362,0.0360584,0.0176644,0.0102227,0.0108148,0.00465704,-0.0236589,-0.163412,0.0382465,-0.001181,0.0429838,8.89432,-6.39713,-2.25076,-0.562758,0.0495652,-0.103771,-13.4693,4.99463,6.03692,46.1141,-0.293233,0.141839,0.000357522,-21.4297,19.8027,9.24989,64.0477,-0.278437,0.0132948,0.0170043,14.443,-0.387914,-0.136807,0.089786,-2.40151,-1.58806,0.10231,1.18139,-3.05879,-1.51733,-0.531773,0.259315,0.358084,-1.4723,-0.0650505,-0.0127114,0.254511,0.314565,0.111193,0.967004,0.0259585,5.31449,14.3321,-3.11214e-05,-0.649538,-0.866598,-1.40446,-0.687064,-1.38558,6.65394,-9.97926e-06,-1.02438,0.0313831,1.39416,-2.41564,1.58385,0.00453735,0.372745,8.18349,-1.78081,0.0123904,-1.98608,0,0,1,1,0.391633,4.44089e-17,1.29871,-0.436058,-4.78377,-0.205367,35.618,390.747,16.7747,0.534336,4.44089e-17,1.11499,0.97634,-7.43851,0.500731,-33.2168,253.071,-17.0357,0.000247599,0.0719849,11.1995
4.895,-0.845628,-0.0641353,0.120033,0.540888,0.714171,1.22974,0.522821,-0.0557497,-0.0306168,1.4124,-0.259459,-0.198581,0.000155924,0.447496,-0.199406,-0.00522233,1.32335,-0.141446,-0.00619071,0.000782501,0.626866,-0.0651414,0.0215846,-0.752305,-1.14044,-1.58647,2.04596,-0.509197,-1.43976,-1.62446,2.19858,-0.0538234,-0.0214276,-0.0423398,0.0238633,-0.0147265,0.00277403,-0.00186143,0.0435169,0.039609,-0.0375554,-0.15197,-0.295262,0.000127689,-0.0244421,-0.0166129,-0.0734462,-0.0825751,-0.0189638,-0.0116566,9.61772e-05,0.0232401,0.0362153,0.0246352,-0.00185555,0.0187341,0.00467972,-0.0217951,-0.122494,0.0293425,-0.00111905,0.0330534,5.84109,-5.15768,-1.96672,-0.768675,-0.113219,-0.13413,-13.1203,5.40668,5.55572,45.9503,-0.261893,0.196133,-0.00391899,-21.9212,19.1466,9.71443,64.0094,-0.281171,-0.0126227,0.0176219,12.0139,-0.180954,0.22812,0.0423177,-2.39373,-1.51957,0.137429,1.35818,-3.04576,-1.70101,-0.57511,0.536081,0.785464,-0.643831,-0.195387,0.0320674,0.289456,0.145248,-0.494047,0.252988,0.197002,12.3449,27.2095,-3.13661e-05,-0.714904,-0.573875,-0.150107,-0.270157,-1.31056,5.45737,-1.03593e-05,-2.30905,-1.00041,1.07171,-3.41033,2.71571,0.00453925,2.05958,15.5853,-1.72252,0.0123779,-3.02818,0,0,1,1,0.39177,4.44089e-17,1.29813,-0.418702,-4.62939,-0.202499,35.3131,390.44,17.0786,0.53171,4.44089e-17,1.11522,0.925503,-7.25134,0.490053,-32.456,254.293,-17.1854,0.000248094,0.0721842,8.07525
4.9,-0.845884,-0.0642228,0.119805,0.541003,0.714098,1.22976,0.522815,-0.0555445,-0.0304124,1.41222,-0.25991,-0.199377,0.000156561,0.447355,-0.199504,-0.00559331,1.32293,-0.141573,-0.00611256,0.000782982,0.626925,-0.0649853,0.0217346,-0.752399,-1.14028,-1.58645,2.0459,-0.509419,-1.43965,-1.62446,2.19867,-0.051143,-0.0175002,-0.0455589,0.0228863,-0.0145661,0.00422131,-0.0011352,0.0410467,0.040874,-0.0365704,-0.0902453,-0.159214,0.000127532,-0.0280166,-0.0194823,-0.0741967,-0.0839259,-0.0255166,0.0156303,9.61254e-05,0.0116948,0.0312133,0.0299937,-0.0189072,0.0323127,0.00470242,-0.0114972,-0.0445675,0.0207298,-0.00105716,0.0179125,3.96025,-4.41517,-0.555974,-0.939496,-0.210473,-0.240758,-12.8086,5.88617,5.67363,45.9349,-0.242789,0.223235,-0.00642116,-22.6768,18.7207,9.70247,64.1535,-0.279327,-0.0475961,0.0171977,10.9269,-0.0183812,0.585718,0.0410436,-2.41121,-1.50206,0.161994,1.43303,-3.03325,-1.78011,-0.594138,0.726799,1.07317,0.32015,-0.246797,0.0451987,0.264496,-0.131162,-1.03753,-0.496754,0.151768,16.1066,33.5282,-3.09228e-05,-0.647553,-0.220277,1.22744,0.35104,-1.40342,1.99919,-1.04429e-05,-2.98072,-1.92809,0.641415,-3.09113,3.32447,0.00455733,3.0341,18.674,-1.87395,0.0123709,-3.6106,0,0,1,1,0.392049,4.44089e-17,1.29881,-0.439125,-4.88802,-0.213356,35.1582,391.356,17.0822,0.53111,4.44089e-17,1.11613,0.966777,-7.72947,0.538293,-31.6919,253.379,-17.6458,0.000248194,0.0722606,6.03915
4.905,-0.846121,-0.0642834,0.119586,0.541111,0.714027,1.22979,0.522806,-0.0553652,-0.0302205,1.41204,-0.259959,-0.199335,0.000157198,0.447199,-0.199607,-0.00593361,1.32252,-0.141736,-0.00598443,0.000783462,0.626909,-0.0648774,0.0219006,-0.752571,-1.14003,-1.58643,2.04592,-0.509175,-1.4396,-1.62447,2.19867,-0.047509,-0.0121344,-0.0439582,0.0216523,-0.0143402,0.00554379,-0.00179101,0.035859,0.0383902,-0.0358116,-0.00971221,0.00842641,0.000127377,-0.0312544,-0.0205837,-0.0680595,-0.0821707,-0.0325337,0.0256262,9.60732e-05,-0.00320877,0.0215728,0.0332008,-0.0343628,0.048935,0.00472521,0.00367328,0.0488027,0.0113601,-0.000995307,-0.000140497,4.02951,-3.40021,-0.472801,-0.886258,-0.149521,-0.302958,-12.7627,6.19111,5.54707,45.9784,-0.237516,0.220395,-0.00698093,-23.4497,18.631,10.5716,64.7688,-0.274393,-0.0844251,0.015825,11.707,0.297379,0.875611,0.0929208,-2.46451,-1.55229,0.168208,1.38175,-3.04027,-1.73094,-0.582181,0.77598,1.14345,1.27218,-0.190574,0.0587739,0.180038,-0.445396,-1.45295,-1.16957,-0.0956161,16.3341,32.972,-3.06755e-05,-0.430048,0.138822,2.51725,1.10065,-1.62966,-3.01118,-1.00781e-05,-2.79029,-2.54061,0.148673,-1.37447,3.17394,0.00457027,3.02408,16.2053,-2.2291,0.0123786,-3.59947,0,0,1,1,0.39174,4.44089e-17,1.29916,-0.430668,-4.73988,-0.206598,35.6144,391.967,17.0848,0.531554,4.44089e-17,1.11484,0.926719,-7.54458,0.537036,-31.2359,254.297,-18.1013,0.000247669,0.072185,5.37787
4.91,-0.84634,-0.0643155,0.119398,0.541215,0.713956,1.22982,0.522786,-0.0552222,-0.0300578,1.41185,-0.259599,-0.198469,0.000157834,0.447032,-0.199706,-0.00621098,1.32213,-0.141939,-0.00593158,0.000783942,0.626823,-0.0648331,0.0220703,-0.752777,-1.13971,-1.5864,2.04601,-0.508526,-1.4396,-1.62447,2.19858,-0.0436291,-0.00641715,-0.0375973,0.0206995,-0.0140463,0.00644398,-0.00401799,0.0285943,0.0325423,-0.0362897,0.0719581,0.173286,0.000127224,-0.0334046,-0.0198895,-0.0554732,-0.0766674,-0.040682,0.0105703,9.60228e-05,-0.0171602,0.00886978,0.0339442,-0.0412352,0.0648047,0.00474806,0.0187937,0.129829,0.000214568,-0.000933414,-0.0181378,7.08268,-1.93368,0.938804,-0.728206,0.00658611,-0.48038,-12.316,5.94926,5.70661,45.8586,-0.245842,0.188706,-0.00551514,-23.6277,17.6197,10.464,65.2506,-0.268581,-0.114083,0.0140978,14.3227,0.928677,1.03574,0.179929,-2.51736,-1.64774,0.155665,1.22303,-3.04421,-1.57174,-0.540413,0.677738,1.00319,2.04379,-0.0717107,0.0290914,0.0588991,-0.734811,-1.69172,-1.62121,-0.498894,13.164,25.9746,-2.98329e-05,-0.109559,0.458797,3.48922,1.82345,-1.94217,-8.31932,-9.10588e-06,-1.8268,-2.71003,-0.341669,1.21799,2.29723,0.00457686,2.17856,9.10676,-2.6011,0.0124094,-3.07839,0,0,1,1,0.391743,4.44089e-17,1.2987,-0.429704,-4.79087,-0.210685,35.1563,391.966,17.2372,0.533244,4.44089e-17,1.11664,0.922485,-7.47357,0.518528,-31.3885,254.296,-17.6434,0.000246617,0.0720101,7.45292
4.915,-0.846541,-0.0643225,0.119261,0.541316,0.713887,1.22985,0.522748,-0.0551215,-0.0299356,1.41166,-0.25891,-0.196953,0.00015847,0.446862,-0.199794,-0.00640111,1.3218,-0.142191,-0.00608671,0.000784422,0.626692,-0.0648565,0.0222315,-0.752953,-1.13933,-1.58638,2.04616,-0.507649,-1.43966,-1.62448,2.19841,-0.0402404,-0.0014012,-0.0273783,0.0203409,-0.0139008,0.00673848,-0.00769204,0.0201357,0.0244363,-0.0387841,0.137778,0.30316,0.000127075,-0.0339524,-0.0175956,-0.0380271,-0.0675502,-0.0503929,-0.0310263,9.59773e-05,-0.0262942,-0.00468035,0.0322358,-0.0351452,0.0762909,0.00477094,0.0296865,0.175363,-0.0127909,-0.000871367,-0.0335298,11.7729,-0.64499,1.38515,-0.629577,0.158398,-0.507992,-12.0264,5.86021,5.78194,45.6221,-0.265496,0.134306,-0.00239688,-22.7602,17.7664,10.636,64.617,-0.262733,-0.128861,0.012453,17.5827,1.77229,1.02984,0.274609,-2.56553,-1.75418,0.131521,1.0087,-3.05165,-1.35396,-0.488689,0.469138,0.727441,2.5029,0.100781,-0.0251494,-0.0881212,-0.961349,-1.73877,-1.75081,-1.00006,7.18622,13.7713,-2.95806e-05,0.236102,0.704793,3.96369,2.32428,-2.25882,-12.196,-8.81766e-06,-0.418794,-2.43338,-0.750042,3.85154,0.960368,0.00458667,0.882158,-0.279693,-2.78203,0.0124148,-2.30386,0,0,1,1,0.390543,4.44089e-17,1.29797,-0.414887,-4.56991,-0.207939,35.6129,392.27,17.849,0.532165,4.44089e-17,1.11615,0.907854,-7.24963,0.509874,-31.6919,253.075,-17.799,0.00024606,0.0719781,11.9002
4.92,-0.84673,-0.0643114,0.119186,0.541421,0.713817,1.22989,0.522685,-0.0550643,-0.0298572,1.41144,-0.258042,-0.195093,0.000159104,0.446699,-0.199864,-0.00649216,1.32152,-0.1425,-0.00654674,0.000784902,0.62655,-0.0649407,0.0223739,-0.753032,-1.13892,-1.58636,2.04633,-0.50678,-1.43979,-1.62448,2.19818,-0.0378947,0.00223601,-0.0148638,0.0208448,-0.0140266,0.00629787,-0.0124988,0.0114418,0.0156822,-0.0437844,0.173709,0.372016,0.000126927,-0.0327719,-0.0140716,-0.0182087,-0.0559288,-0.061687,-0.0920062,9.59332e-05,-0.0283882,-0.0168472,0.0284856,-0.0158875,0.0810927,0.00479388,0.0340973,0.173964,-0.0267011,-0.000809293,-0.0450491,15.6325,-1.61239,1.45101,-0.537904,0.282355,-0.461335,-12.3585,5.30248,6.15838,46.0026,-0.295112,0.0668582,0.00182458,-22.538,18.8216,10.3839,64.9055,-0.258473,-0.124023,0.0112331,20.8978,2.33835,0.867773,0.359447,-2.61729,-1.86101,0.105624,0.785066,-3.07389,-1.12664,-0.447603,0.194382,0.383836,2.64106,0.2944,-0.0289037,-0.253761,-1.10665,-1.62015,-1.59137,-1.53179,-0.611602,-1.79392,-2.96066e-05,0.564816,0.873185,3.87698,2.4325,-2.46773,-13.409,-8.86944e-06,1.1446,-1.85956,-1.02615,6.01155,-0.492162,0.00459815,-0.596823,-10.1643,-2.78219,0.0124139,-1.51443,0,0,1,1,0.390791,4.44089e-17,1.29844,-0.423338,-4.63446,-0.203233,35.9161,393.189,17.2423,0.530014,4.44089e-17,1.11502,0.943744,-7.72995,0.554177,-31.0843,254.603,-18.253,0.00024595,0.0720197,15.8007
4.925,-0.846915,-0.0642906,0.119178,0.541532,0.713746,1.22991,0.522595,-0.0550476,-0.0298186,1.41118,-0.257188,-0.193278,0.000159738,0.446549,-0.199913,-0.00648628,1.3213,-0.14287,-0.00734199,0.000785381,0.626436,-0.0650714,0.0224907,-0.752962,-1.13853,-1.58633,2.04649,-0.506164,-1.44,-1.62448,2.19792,-0.0369228,0.00415518,-0.00165853,0.0223168,-0.0141711,0.00502907,-0.018032,0.00334108,0.00772542,-0.0514434,0.170651,0.363046,0.000126779,-0.0299478,-0.00970568,0.00117621,-0.0437663,-0.0740256,-0.159051,9.58888e-05,-0.0226652,-0.026145,0.0233548,0.0141702,0.0786319,0.00481687,0.0311132,0.123143,-0.040612,-0.000747224,-0.0526213,18.8272,-1.65063,2.26273,-0.483526,0.38943,-0.435315,-12.6222,5.06606,6.56747,46.2053,-0.32542,-0.00393756,0.0063155,-22.4217,18.8478,9.8648,65.0631,-0.252959,-0.0963338,0.0103042,23.911,2.7946,0.642533,0.424417,-2.64018,-1.94375,0.0744974,0.571981,-3.07409,-0.907632,-0.409817,-0.109586,0.0169391,2.52826,0.476038,-0.0770085,-0.376044,-1.14655,-1.3837,-1.27445,-1.9906,-8.73066,-17.9639,-2.95376e-05,0.866147,0.963654,3.27944,2.05754,-2.39816,-11.3831,-8.83833e-06,2.67122,-1.16996,-1.15851,7.51753,-1.79616,0.00460472,-2.09074,-19.3226,-2.6939,0.0124142,-0.788951,0,0,1,1,0.391088,4.44089e-17,1.29881,-0.423651,-4.61096,-0.20249,36.0698,392.579,17.2401,0.530444,4.44089e-17,1.11662,0.921721,-7.73037,0.550264,-30.3209,254.298,-18.1015,0.000245565,0.0719957,19.0495
4.93,-0.847102,-0.0642694,0.119233,0.541656,0.713673,1.22993,0.522476,-0.0550655,-0.0298118,1.41088,-0.256553,-0.191911,0.000160371,0.446421,-0.199937,-0.00639841,1.32113,-0.1433,-0.00842183,0.00078586,0.62639,-0.0652314,0.0225785,-0.752703,-1.13818,-1.58631,2.04659,-0.506031,-1.44027,-1.62449,2.19764,-0.0374707,0.00423988,0.0109828,0.024697,-0.0145561,0.00314884,-0.0237648,-0.00357741,0.00135318,-0.0613964,0.126998,0.273227,0.000126631,-0.0256171,-0.00488741,0.0175734,-0.0334786,-0.0860164,-0.215967,9.58446e-05,-0.00930909,-0.0319948,0.0175623,0.0517579,0.0696511,0.00483989,0.0206595,0.02653,-0.0540815,-0.000685153,-0.056566,22.7328,-2.70875,1.8354,-0.447321,0.456654,-0.376816,-12.9428,4.56094,6.89828,46.5059,-0.351852,-0.0597768,0.00993823,-21.334,19.6987,9.50672,64.6688,-0.247175,-0.0516002,0.00958774,26.4329,2.92869,0.390634,0.462916,-2.65489,-2.00728,0.0471993,0.413955,-3.07279,-0.746011,-0.385018,-0.407924,-0.324468,2.21332,0.61086,-0.0722718,-0.455845,-1.04118,-1.08222,-0.924635,-2.23702,-15.175,-30.9158,-2.95204e-05,1.11352,0.961391,2.32255,1.24031,-1.82526,-6.28325,-8.76054e-06,3.95277,-0.476185,-1.15348,8.19977,-2.7906,0.00461423,-3.37875,-26.2996,-2.48117,0.0124097,-0.163603,0,0,1,1,0.391151,4.44089e-17,1.29842,-0.431833,-4.66803,-0.204708,36.3735,393.19,17.2426,0.528393,4.44089e-17,1.1159,0.901286,-7.59477,0.533399,-30.3229,255.519,-17.9457,0.000245015,0.0718745,22.979
4.935,-0.8473,-0.0642563,0.119343,0.541794,0.713599,1.22993,0.522332,-0.0551105,-0.0298281,1.41051,-0.256298,-0.191318,0.000161004,0.44632,-0.199938,-0.00625248,1.32099,-0.143776,-0.00965874,0.000786339,0.626442,-0.0654033,0.0226375,-0.752239,-1.1379,-1.58628,2.04661,-0.506556,-1.4406,-1.62449,2.19735,-0.0395103,0.00261754,0.0220494,0.0277513,-0.0149175,0.00086962,-0.0289707,-0.0089885,-0.00327,-0.0725815,0.0511232,0.118648,0.000126483,-0.0200495,-8.04538e-05,0.0291862,-0.0272771,-0.0951427,-0.247383,9.58008e-05,0.0104548,-0.0343758,0.0117949,0.0927567,0.0556981,0.00486296,0.00376572,-0.104968,-0.0664874,-0.000623105,-0.057384,24.7898,-3.96086,1.19747,-0.422999,0.496452,-0.317763,-12.944,4.3235,6.86562,46.6594,-0.36486,-0.0836048,0.0115705,-20.7666,20.6139,9.07324,64.3723,-0.2388,-0.00169148,0.00886415,27.5545,2.71387,0.141959,0.459583,-2.63703,-2.01742,0.0321047,0.350519,-3.04059,-0.67952,-0.378659,-0.651092,-0.56602,1.74096,0.653958,-0.0872352,-0.486897,-0.758541,-0.773036,-0.631821,-2.13232,-18.0133,-36.7964,-2.95427e-05,1.25169,0.865463,1.32887,0.173506,-0.535659,1.00967,-8.75095e-06,4.64871,0.119979,-1.03581,7.76605,-3.27701,0.0046198,-4.07099,-29.0077,-1.98647,0.0124026,0.238059,0,0,1,1,0.391336,4.44089e-17,1.29815,-0.418842,-4.5503,-0.199404,36.22,393.495,17.2438,0.529431,4.44089e-17,1.11678,0.937456,-7.79313,0.568046,-30.627,254.604,-18.5583,0.000244759,0.0718281,25.1433
4.94,-0.847514,-0.0642574,0.119497,0.54195,0.713522,1.22992,0.522168,-0.0551747,-0.0298603,1.4101,-0.256493,-0.191645,0.000161636,0.446252,-0.199917,-0.00607333,1.32086,-0.144265,-0.0108704,0.000786818,0.626611,-0.0655722,0.0226706,-0.751581,-1.1377,-1.58626,2.04653,-0.507806,-1.44098,-1.62449,2.19707,-0.0427658,-0.000212559,0.0307542,0.0310211,-0.0153537,-0.00156487,-0.0327634,-0.0128537,-0.00642911,-0.0832431,-0.0389431,-0.0653344,0.000126336,-0.0137911,0.00424686,0.0358305,-0.0264095,-0.097821,-0.242335,9.57571e-05,0.0336983,-0.0337759,0.00661582,0.131587,0.0393131,0.00488606,-0.0165892,-0.250007,-0.0764197,-0.000561091,-0.0561937,24.2747,-4.23345,0.717537,-0.387114,0.480161,-0.261682,-13.1265,4.56302,6.77523,46.8841,-0.35099,-0.0476459,0.00918766,-20.3027,20.9271,8.88579,64.2256,-0.231911,0.0391027,0.00835691,26.7617,2.56973,-0.0722332,0.405752,-2.59763,-1.9686,0.0301198,0.419158,-2.99771,-0.747516,-0.393412,-0.813537,-0.619066,1.15386,0.579971,-0.0690342,-0.436242,-0.204485,-0.582955,-0.514065,-1.44816,-13.7412,-28.7711,-2.95932e-05,1.24171,0.729942,0.588775,-0.845771,1.22884,8.43345,-8.82917e-06,4.52158,0.519411,-0.825606,6.0244,-3.15011,0.00462139,-3.88372,-25.9939,-1.11588,0.0123948,0.32027,0,0,1,1,0.391691,4.44089e-17,1.29859,-0.427654,-4.62658,-0.200953,36.3725,393.496,17.0913,0.530691,4.44089e-17,1.11692,0.944568,-7.67041,0.55381,-31.3905,254.909,-18.4046,0.000244985,0.0719074,24.6606
